"Climate Normals 1981-2010 Station Data"

"Metadata including Station Name, Province, Latitude, Longitude, Elevation, Climate ID, WMO ID, TC ID"
"STATION_NAME","PROVINCE","LATITUDE","LONGITUDE","ELEVATION","CLIMATE_ID","WMO_ID","TC_ID"
"*NOOTKA LIGHTSTATION","BC"," 49°36'00.000"" N","126°37'00.000"" W","15.8 m","1035614","","WCV"
"* This station meets WMO standards for temperature and precipitation."

"Legend"
"A = WMO ""3 and 5 rule"" (i.e. no more than 3 consecutive and no more than 5 total missing for either temperature or precipitation)"
"B = At least 25 years"
"C = At least 20 years"
"D = At least 15 years"

"1981 to 2010 Canadian Climate Normals station data"
" ","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Year","Code"
"Temperature"
"Above 5 °C","43.1","40.2","69.6","115.1","200.7","264.1","334.8","348.8","290.1","180.4","72.5","38.1","1997.4","C"
"Above 0 °C","173.7","166.5","219.3","264.5","355.7","414.1","489.8","503.8","440.1","335.0","213.0","167.5","3742.9","C"
"Below 0 °C","0.8","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.4","4.2","C"
"Below 5 °C","25.2","15.9","5.3","0.6","0.0","0.0","0.0","0.0","0.0","0.4","10.5","27.0","84.9","C"
"Below 10 °C","138.0","117.4","92.5","48.0","10.6","0.2","0.0","0.0","0.0","16.2","92.1","144.3","659.4","C"
"Below 15 °C","292.1","257.9","245.7","185.7","113.3","48.5","12.4","5.9","28.5","130.7","238.0","298.9","1857.7","C"
"Below 18 °C","385.1","342.5","338.7","275.5","202.8","128.7","75.6","61.4","101.4","223.0","328.0","391.9","2854.7","C"
"Humidex"
"Extreme Humidex","14.8","29.5","18.0","19.9","27.2","30.0","34.5","33.9","27.0","24.1","16.2","13.8","",""
"Date (yyyy/dd)","2001/07","2001/12","1994/28","1998/30","1995/15","1995/26","1996/13","1998/13","1994/20","1996/09","2001/19","1997/13",""," "
"Wind Chill"
"Extreme Wind Chill","-12.3","-9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-9.0","-11.9","",""
"Date (yyyy/dd)","1996/29","1995/13","1994/01","1994/01","1994/01","1994/01","1994/01","1994/01","1994/01","1994/01","1996/21","1996/28",""," "


